ATCvet,Dosageform,Genericname,Legalstatus,Manufacturername,Packagetype,Productcontrol,Routeofadministration,Storageconditions,Strengthvalue,Targetanimals,Tradename,Type,Unitofstrength ,Unitofvolume,Volume,_id
QI02AD02,Solution for injection,Modified live BVDV-1{Bovine viral diarrhea virus type 1) non-cytopathic parent strain KE-9 and Modified live BVDV-2 {Bovine viral diarrhea virus type 2) noncytopathic parent stain NY-93,Prescription,Boehringer-Ingelheim Vetmedica Inc.,vial,Uncontrolled,Intramuscular,"Store in a refrigerator (2°C – 8°C), do not freeze, keep the container in the outer carton","""Each 2 ml dose contains: BVDV-1 type 1 non-cytopa",Cattle,Bovela,,IU,DF,25,63283c50428ed1b232dbaa05
QJ01AA06,Solution for injection,Oxytetracycline,Prescription,A.A.H.P Algerian Animal Health Product,vial,Uncontrolled,Intramuscular,Do not store above 30ºC,20,"Cattle, Sheep",OX-AL 20%,"meat, milk",%,ml,50,63283c50428ed1b232dbaa06
QJ01AA06,Solution for injection,Oxytetracycline,Prescription,A.A.H.P Algerian Animal Health Product,vial,Uncontrolled,Intramuscular,Do not store above 30ºC,20,"Cattle, Sheep",OX-AL 20%,"meat, milk",%,ml,100,63283c50428ed1b232dbaa07
QJ01AA06,Solution for injection,Oxytetracycline,Prescription,A.A.H.P Algerian Animal Health Product,vial,Uncontrolled,Intramuscular,Do not store above 30ºC,20,"Cattle, Sheep",OX-AL 20%,"meat, milk",%,ml,250,63283c50428ed1b232dbaa08
QJ01AA06,Solution for injection,Oxytetracycline,Prescription,A.A.H.P Algerian Animal Health Product,vial,Uncontrolled,Intramuscular,"Do not store above 30ºC , Protect from light",30,"Cattle, Sheep",OX-AL 30% LA,"meat, milk",%,ml,50,63283c50428ed1b232dbaa09
QJ01AA06,Solution for injection,Oxytetracycline,Prescription,A.A.H.P Algerian Animal Health Product,vial,Uncontrolled,Intramuscular,"Do not store above 30ºC, Protect from light",30,"Cattle, Sheep",OX-AL 30% LA,"meat, milk",%,ml,100,63283c50428ed1b232dbaa0a
QJ01AA06,Solution for injection,Oxytetracycline,Prescription,A.A.H.P Algerian Animal Health Product,vial,Uncontrolled,Intramuscular,"Do not store above 30ºC, Protect from light",30,"Cattle, Sheep",OX-AL 30% LA,"meat, milk",%,ml,250,63283c50428ed1b232dbaa0b
QJ51FA90,Solution for injection,Tylosin,Prescription,Fatro S.P.A ,vial,Uncontrolled,Intramuscular,Do not store above 30ºC,20,"Cattle, Dogs",Vetil,"meat, milk",%,ml,100,63283c50428ed1b232dbaa0c
QP54AA04 ,Solution for injection,Eprinomectin,Prescription,Ceva Santé Animale,vial,Uncontrolled,Subcutaneous,Do not store above 30ºC,20,Cattle,Eprecis,"meat, offal ",mg/ml,ml,100,63283c50428ed1b232dbaa0d
QP54AA04 ,Solution for injection,Eprinomectin,Prescription,Ceva Santé Animale,vial,Uncontrolled,Subcutaneous,Do not store above 30ºC,20,Cattle,Eprecis,"meat, offal ",mg/ml,ml,250,63283c50428ed1b232dbaa0e
QG51AA03 ,Solution for injection,Amoxicillin Trihydrate,Prescription,KELA LABORATORIA,vial,Uncontrolled,"Intramuscular, Subcutaneous","Store below 25°C, Store in a dry place,Protect from light",150,"Cat ,Cattle, Dogs",Amoxy-Kel 15,"meat, milk",mg/ml,ml,100,63283c50428ed1b232dbaa0f
QP51AH01,Premix for medicated feeding stuff,Salinomycin Sodium,Prescription,Biovet Joint Stock Company,Bag,Uncontrolled,Oral,"Store below 30°C, Protect from light, Store in a dry place",120,Chickens for fattening  and laying (up to 12 weeks,Sacox 120 MicroGranulate,,mg/g,kg,20,63283c50428ed1b232dbaa10
QB03BA51,Solution for injection,"Sodium cacodylate ,Tryptophan , Ammonium iron citrate ,Cobalt acetate ,Methionine ,Cyanocobalamin    ",Prescription,Merial,Bottle,Uncontrolled,"Intramuscular,Subcutaneous,Intravenous (not otherwise specified)","Store below 25°C, Store in a dry place,Protect from light",100,"Cat ,Cattle, Dogs , Sheep , goats",Hematopan  B12,,ml,ml,100,63283c50428ed1b232dbaa11
QB03BA51,Solution for injection,"Sodium cacodylate ,Tryptophan , Ammonium iron citrate ,Cobalt acetate ,Methionine ,Cyanocobalamin    ",Prescription,Merial,Bottle,Uncontrolled,"Intramuscular,Subcutaneous, Intravenous (not otherwise specified)","Store below 25°C, Store in a dry place,Protect from light",50,"Cat ,Cattle, Dogs , Sheep , goats",Hematopan  B12,,ml,ml,100,63283c50428ed1b232dbaa12
QJ01AA02,Powder for oral solution,Doxycycline,Prescription,Merial,Box,Uncontrolled,Oral,Store below 25°C,5,"Cattle , Chickens, Turkeys",Ronaxan P.S ,meat,%,g,100,63283c50428ed1b232dbaa13
QJ01AA02,Powder for oral solution,Doxycycline,Prescription,Merial,Box,Uncontrolled,Oral,Store below 25°C,5,"Cattle , Chickens, Turkeys",Ronaxan P.S ,meat,%,kg,1,63283c50428ed1b232dbaa14
QJ01RA01,Solution for injection,"Benzylpenicillin procaine , Dihydrostreptomycin",Prescription,Merial,vial,Uncontrolled,Intramuscular,"Store in a refrigerator (2°C – 8°C),After opening: Store at a temperature not exceeding 25 ° C","11.4 , 16.4","Cattle, sheep, goats",Peni dhs Coophavet,"meat, milk",mg/ml,ml,50,63283c50428ed1b232dbaa15
QJ01RA01,Solution for injection,"Benzylpenicillin procaine , Dihydrostreptomycin",Prescription,Merial,vial,Uncontrolled,Intramuscular,"Store in a refrigerator (2°C – 8°C),After opening: Store at a temperature not exceeding 25 ° C","11.4 , 16.4","Cattle, sheep, goats",Peni dhs Coophavet,"meat, milk",mg/ml,ml,100,63283c50428ed1b232dbaa16
QJ01AA02,Powder for oral solution,Doxycycline,Prescription,Merial,Box,Uncontrolled,Oral,Store below 25°C,5,"Cattle , Chickens, Turkeys",Ronaxan P.S ,meat,%,kg,5,63283c50428ed1b232dbaa17
QJ51RE01 ,Powder for oral solution,Trimethoprim/ Sulphadizine,Prescription,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),Bottle,Uncontrolled,Oral,Store below 30°C,"8 , 40","Poultry , Sheep",Joprim,"meat, milk", gm,gm,100,63283c50428ed1b232dbaa18
QJ01AA06,Powder for oral solution,Oxytetracycline,Prescription,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),Bottle,Uncontrolled,Oral,Store below 15°C,50,"Poultry , Sheep , Cattle",Oxytetracycline 50%,meat,%,gm,1000,63283c50428ed1b232dbaa19
QJ01AA06,Powder for oral solution,Oxytetracycline,Prescription,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),Bottle,Uncontrolled,Oral,Store below 15°C,50,"Poultry , Sheep , Cattle",Oxytetracycline 50%,meat,%,gm,100,63283c50428ed1b232dbaa1a
QJ51RE01 ,Powder for oral solution,Trimethoprim/ Sulphadizine,Prescription,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),Bottle,Uncontrolled,Oral,Store below 30°C,"8 , 40","Poultry , Sheep",Joprim,"meat, milk",gm,gm,1000,63283c50428ed1b232dbaa1b
QJ01MA90,Solution for injection,Enrofloxacin,Prescription,Laboratorios Syva S.A.U. ,vial,Uncontrolled,"Intramuscular,Subcutaneous","Store below 25°C,Protect from light",100,Cattle,Syvaquinol -100,"meat, milk",mg,ml,100,63283c50428ed1b232dbaa1c
QJ51AA06,Solution for injection,Oxytetracycline,Prescription,Fatro S.P.A ,vial,Uncontrolled,"Intravenous (not otherwise specified), Intramuscular","Store below 30°C,Protect from light",5,"Cattle ,Horse , Sheep ,Goats , Dogs ,Rabbits ,Chic",Oxtra,meat,mg,ml,100,63283c50428ed1b232dbaa1d
QS01BA01,Solution for injection,Dexamethasone sodium phosphate,Prescription,Pharma Swede,vial,Uncontrolled,"Intramuscular,Subcutaneous","Store below 30°C, Protect from light",0.2,"Cattle, Sheep, Goats, Horses, Dogs And Cats",Dexaphan,"meat, milk",%,ml,100,63283c50428ed1b232dbaa1e
QJ01AA06,Powder for oral solution,Oxytetracycline,Prescription,Pharma Swede,Jar,Uncontrolled,Oral,Store below 30°C,200,Poultry and Turkey,Oxyvet,meat,mg,gm,500,63283c50428ed1b232dbaa1f
QM01AG90,Solution for injection,Flunixin meglumine,Prescription,Pharma Swede,vial,Uncontrolled,Intravenous (not otherwise specified),"Store below 30°C,Protect from light",50,Horses and Cattle,Flamicure,"meat, milk",mg,ml,50,63283c50428ed1b232dbaa20
QC01DX08,Solution for injection,"Heptaminol , Diprophylline",Prescription,Vetoquinol S.A.,vial,Uncontrolled,"Intravenous (not otherwise specified),Intramuscular,Intraperitoneal",Store below 25°C,"5 , 5","Cattle,Horses, Dogs And Cats",Frecardyl,"meat, milk",gm,ml,50,63283c50428ed1b232dbaa21
QJ01CA04 ,Powder for oral solution,Amoxicillin trihydrate,Prescription,A.A.H.P Algerian Animal Health Product,Aluminum bag ,Uncontrolled,Oral,Store below 30°C,50,"Poultry, Dogs, Cat",Amox-Al 50 P.S,meat,%,gm,100,63283c50428ed1b232dbaa22
QJ01CA04 ,Powder for oral solution,Amoxicillin trihydrate,Prescription,A.A.H.P Algerian Animal Health Product,Aluminum bag ,Uncontrolled,Oral,Store below 30°C,50,"Poultry, Dogs, Cat",Amox-Al 50 P.S,meat,%,gm,500,63283c50428ed1b232dbaa23
QJ01CA04 ,Powder for oral solution,Amoxicillin trihydrate,Prescription,A.A.H.P Algerian Animal Health Product,HDPE pots ,Uncontrolled,Oral,Store below 30°C,50,"Poultry, Dogs, Cat",Amox-Al 50 P.S,meat,%,kg,1,63283c50428ed1b232dbaa24
QJ01GA01,Solution for injection,Streptomycin Sulphate,Prescription,Norbrook Laboratories limited,vial,Uncontrolled,Intramuscular,Store below 25°C,250,"Horse ,Cattle , Sheep , Goat",Devomycin,"meat, milk",mg,ml,100,63283c50428ed1b232dbaa25
QP52AE01 ,Powder for oral solution,Levamisole Hydrachloride,Prescription,Arab Veterinary Industrial Company (AVICO),Aluminum foil sachet,Uncontrolled,Oral,"Store below 30°C,Protect from light",118,"Cattle, sheep, goats",Levamisole Avico,"meat, milk",mg/g,gm,100,63283c50428ed1b232dbaa26
QI02AB03 ,Solution for injection,"Leptospira (Canicola, Icterohaemorrhagiae, Grippotyphosa, Hardjo and Pomona)",Prescription,Zoetis Inc.,vial,Uncontrolled,"Intramuscular,Subcutaneous","Store in a refrigerator (2°C – 8°C),Do not freeze","L. Canicola ≥ 1200 NU, L. Icterohaemorrhagiae ≥ 12",Cattle,Spirovac  L5,meat,,ml,100,63283c50428ed1b232dbaa27
QI02AA06 ,Solution for injection,"Bovine Rhinotracheitis Virus passage C13 (IBR), Bovine Virus Diarrhea type 1 Strain NADL (BVD), Bovine Virus Diarrhea type 2 Strain 53637(BVD), Bovine Parainfluenza Strain AL-IM  Reisinger (PI3) and Bovine Respiratory Syncytial Virus Strain BRSV 375 (BRSV",Prescription,Zoetis Inc.,vial,Uncontrolled,"Intramuscular,Subcutaneous","Store in a refrigerator (2°C – 8°C),Do not freeze",Each 2 ml dose contains at release at least (≥TCID,Cattle,Bovishield Gold 5,meat,,ml,100,63283c50428ed1b232dbaa28
QA11CB ,Solution for injection,"Vitamin A ,Vitamin D3 ,Vitamin E ",OTC,Fatro S.P.A ,Bottle,Uncontrolled,Intramuscular,"Store below 30°C,Protect from light","100000 IU/ml , 25000  IU/ml, 100 mg","Cattle , Foals , Horse , Sheep ,Goats and Lamb  ",Adecon,meat,mg,ml,100,63283c50428ed1b232dbaa29
QA12CE99,Powder for oral solution,"Vitamin E, Selenium",OTC,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Aluminum Sachet,Uncontrolled,Oral,"Store below 25°C,Protect from light,Store in a dry place","20 IU, 2","Cattle , Foals , Horse , Sheep ,Goats , Poultry, D",Vitamin E-S,,mg/g  ,g,1000,63283c50428ed1b232dbaa2a
QJ01MB07,Oral solution,Flumequine,Prescription,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Bottle,Uncontrolled,Oral,"Store below 30°C,Protect from light",200,"Cattle ,  Horse , Sheep ,Goats , Poultry and Rabbi",Flumevap,"meat, milk",mg/ml,ml,100,63283c50428ed1b232dbaa2b
QJ01MB07,Oral solution,Flumequine,Prescription,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Bottle,Uncontrolled,Oral,"Store below 30°C,Protect from light",200,"Cattle ,  Horse , Sheep ,Goats , Poultry and Rabbi",Flumevap,"meat, milk",mg/ml,ml,250,63283c50428ed1b232dbaa2c
QJ01MB07,Oral solution,Flumequine,Prescription,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Bottle,Uncontrolled,Oral,"Store below 30°C,Protect from light",200,"Cattle ,  Horse , Sheep ,Goats , Poultry and Rabbi",Flumevap,"meat, milk",mg/ml,ml,500,63283c50428ed1b232dbaa2d
QJ01MB07,Oral solution,Flumequine,Prescription,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Bottle,Uncontrolled,Oral,"Store below 30°C,Protect from light",200,"Cattle ,  Horse , Sheep ,Goats , Poultry and Rabbi",Flumevap,"meat, milk",mg/ml,ml,1000,63283c50428ed1b232dbaa2e
QA11JB,Powder for oral solution,"Vitamins, Minerals",OTC,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Sachet,Uncontrolled,Oral,"Store below 25°C,Protect from light,Store in a dry place",,"Cattle , Foals ,  Sheep and Poultry",Vapcovit,,,g,100,63283c50428ed1b232dbaa2f
QA11JB,Powder for oral solution,"Vitamins, Minerals",OTC,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Sachet,Uncontrolled,Oral,"Store below 25°C,Protect from light,Store in a dry place",,"Cattle , Foals ,  Sheep and Poultry",Vapcovit,,,g,1000,63283c50428ed1b232dbaa30
QP52AH01,Powder for oral solution,Piperazine,Prescription,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Sachet,Uncontrolled,Oral,"Store below 25°C,Store in a dry place",360,"Camel ,Cattle ,  Horse , Sheep ,Goats , Poultry ,D",Ascazine,"meat, milk",mg/g  ,g,100,63283c50428ed1b232dbaa31
QB02BA02,Powder for oral solution,Menadione,Prescription,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Sachet,Uncontrolled,Oral,"Store below 25°C,Protect from light,Store in a dry place",250,"Fish , Horse ,Poultry",Vitamin-K 25%,,mg/g  ,g,1000,63283c50428ed1b232dbaa32
QA12CX99,Powder for oral solution,Minerals,OTC,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Sachet,Uncontrolled,Oral,"Store below 25°C,Protect from light,Store in a dry place",,"Cattle, sheep, goats",Vapcodigest,,,g,1000,63283c50428ed1b232dbaa33
QJ01AA06,Solution for injection,Oxytetracycline ,Prescription,Laboratorios Pfizer Ltda,vial,Uncontrolled,"Intramuscular,Intravenous (not otherwise specified)",Store below 30°C,200,"Cattle, Sheep and Goats",Terramycin LA ,"meat, milk",mg/ml,ml,50,63283c50428ed1b232dbaa34
QJ01AA06,Solution for injection,Oxytetracycline ,Prescription,Laboratorios Pfizer Ltda,vial,Uncontrolled,"Intramuscular,Intravenous (not otherwise specified)",Store below 30°C,200,"Cattle, Sheep and Goats",Terramycin LA ,"meat, milk",mg/ml,ml,100,63283c50428ed1b232dbaa35
QM01AG90,Pour-on solution,Flunixin Meglumine,Prescription,Vet Pharma Friesoythe GmbH,Bottle,Uncontrolled,Oral,This medicinal product does not require any special storage conditions,83,Cattle,Finadyne Transdermal,"Meat, offal and Milk",mg/ml,ml,100,63283c50428ed1b232dbaa36
QM01AG90,Pour-on solution,Flunixin Meglumine,Prescription,Vet Pharma Friesoythe GmbH,Bottle,Uncontrolled,Oral,This medicinal product does not require any special storage conditions,83,Cattle,Finadyne Transdermal,"Meat, offal and Milk",mg/ml,ml,250,63283c50428ed1b232dbaa37
QM01AG90,Pour-on solution,Flunixin Meglumine,Prescription,Vet Pharma Friesoythe GmbH,Bottle,Uncontrolled,Oral,This medicinal product does not require any special storage conditions,83,Cattle,Finadyne Transdermal,"Meat, offal and Milk",mg/ml,ml,1000,63283c50428ed1b232dbaa38
QI01AD06,Ocular,"Newcastle disease virus, VG/GA Strain",Prescription,Merial,Spray container,Uncontrolled,Ocular,Store and transport frozen,Min. 5.5 log 10 EID50 /dose,One-day-old Chickens,Hatchpak Avinew,,,doses,15000,63283c50428ed1b232dbaa39
QI01AD07 ,Ocular,"Infectious bronchitis virus, H120 Strain-Massachussetts serotype",Prescription,Merial,Spray container,Uncontrolled,Ocular,Store and transport frozen,3.7- 4.7 log 10 EID50 /dose,One-day-old Chickens,Hatchpak IB H120,,,doses,15000,63283c50428ed1b232dbaa3a
QJ01EQ03 ,Powder,Sulfamethazine Sodium,Prescription,Saudi Pharmaceutical Industries (SPI),jar,Uncontrolled,Oral,"Store below 30°C,Protect from light,Store in a dry place",1000,"Cattle, Horses, Cows, Camel, Dogs, Cats",Sulphadimidine 100 %,"meat, milk",mg/g  ,kg,2.5,63283c50428ed1b232dbaa3b
QJ01EQ03 ,Powder,Sulfamethazine Sodium,Prescription,Saudi Pharmaceutical Industries (SPI),jar,Uncontrolled,Oral,"Store below 30°C,Protect from light,Store in a dry place",1000,"Cattle, Horses, Cows, Camel, Dogs, Cats",Sulphadimidine 100 %,"meat, milk",mg/g  ,kg,1,63283c50428ed1b232dbaa3c
QJ01EQ03 ,Powder,Sulfamethazine Sodium,Prescription,Saudi Pharmaceutical Industries (SPI),jar,Uncontrolled,Oral,"Store below 30°C, Protect from light, Store in a dry place",1000,"Cattle, Horses, Cows, Camel, Dogs, Cats",Sulphadimidine 100 %,"meat, milk",mg/g  ,g,100,63283c50428ed1b232dbaa3d
QJ01EQ03 ,Powder,Sulfamethazine Sodium,Prescription,Saudi Pharmaceutical Industries (SPI),jar,Uncontrolled,Oral,"Store below 30°C, Protect from light, Store in a dry place",200,"""Cattle, Calves, Sheep, lambs, Goats, Camel,  Hors",Sulphadimidine 20 %,"meat, milk",mg/g  ,kg,3,63283c50428ed1b232dbaa3e
QJ01EQ03 ,Powder,Sulfamethazine Sodium,Prescription,Saudi Pharmaceutical Industries (SPI),jar,Uncontrolled,Oral,"Store below 30°C, Protect from light, Store in a dry place",200,"""Cattle, Calves, Sheep, lambs, Goats, Camel,  Hors",Sulphadimidine 20 %,"meat, milk",mg/g  ,kg,1,63283c50428ed1b232dbaa3f
QJ01FA90,Solution for injection,Tylosin Tartarate,Prescription,Saudi Pharmaceutical Industries (SPI),vial,Uncontrolled,Intramuscular,"Store below 30°C, Protect from light, Store in a dry place",200,"Cow, Sheep, Camel",Tylosav 200 injection,"meat, milk",mg/ml,ml,100,63283c50428ed1b232dbaa40
QS01BA01,Injection,Dexamethasone sodium phosphate,Prescription,Saudi Pharmaceutical Industries (SPI),Bottle,Uncontrolled,"Intramuscular,Intravenous (not otherwise specified)","Store below 30°C, Protect from light, Store in a dry place",2,"Cattle, Horses, Calves, Sheep ,Goat, Foal, Dogs, C",Dexasone Sav,"meat, milk",mg/ml,ml,100,63283c50428ed1b232dbaa41
QJ01AA06,Injection,Oxytetracycline,Prescription,Saudi Pharmaceutical Industries (SPI),vial,Uncontrolled,Intramuscular,"Store below 30°C, Protect from light, Store in a dry place",200,"Calves , Cattle, Sheep, Goats",Oxysav 20 %,,mg/ml,ml,50,63283c50428ed1b232dbaa42
QP54AA01,Solution for injection,Ivermectin,Prescription,Saudi Pharmaceutical Industries (SPI),vial,Uncontrolled,Subcutaneous,"Store below 30°C, Protect from light, Store in a dry place",1 % W/V,"Cow, sheep, camel",Ivermectin 1 %,meat,,ml,50,63283c50428ed1b232dbaa43
QN02BB02,Solution for injection,Dipyrone (Metamizole),Prescription,Saudi Pharmaceutical Industries (SPI),Bottle,Uncontrolled,"Intramuscular,Intravenous (not otherwise specified)","Store below 30°C, Protect from light, Store in a dry place",500,"Horses, Foals, Cats, Dogs",Metalgen,,mg/ml,ml,50,63283c50428ed1b232dbaa44
QH01CA01,Solution for injection,Gonadorelin acetate,Prescription,Laboratorios Syva S.A.U.,vial,Uncontrolled,Intramuscular,Store below 25°C,50,Cattle (Cows and heifers),Gonasyl,"Meat, offal and Milk",µg/ml,ml,20,63283c50428ed1b232dbaa45
QG02BA03,Vaginal delivery system,Progesterone,Prescription,DEC International ( NZ ) Ltd.,Sachet,Uncontrolled,Vaginal,Store below 30°C,1.38,Cattle (Cows and heifers),CIDR Cattle Insert,"Meat, offal and Milk",g,inserts per sachet,10,63283c50428ed1b232dbaa46
QJ01CA04,Suspension for injection,Amoxicillin Trihydrate,Prescription,Interchemie Werken’De Adelaar Eesti AS’,vial,Uncontrolled,Intramuscular,"Store below 25°C ,Protect from light",150,"Cattle, Sheep, Dogs, Cats",Biocillin-150 LA,"meat, milk",mg/ml,ml,50,63283c50428ed1b232dbaa47
QJ01CA04,Suspension for injection,Amoxicillin Trihydrate,Prescription,Interchemie Werken’De Adelaar Eesti AS’,vial,Uncontrolled,Intramuscular,"Store below 25°C,Protect from light",150,"Cattle, Sheep, Dogs, Cats",Biocillin-150 LA,"meat, milk",mg/ml,ml,100,63283c50428ed1b232dbaa48
QP52AE51,Oral suspension,"Levamisole Hydrochloride, Oxyclozanide",Prescription,Saudi Pharmaceutical Industries (SPI),Bottle,Uncontrolled,Oral,"Store below 30°C, Protect from light, Store in a dry place","30 , 60","Cattle, Calves, Sheep, and Goats",Leva-Cloza- Sav,"meat, milk",mg,ml,500,63283c50428ed1b232dbaa49
QJ01MB07,Oral Solution,Flumequine,Prescription,S.P. Veterinaria s.a Co.,Bottle,Uncontrolled,Oral,Store below 30°C,100,Calves,Fluquinol-10,"meat, milk",mg/ml,L,1,63283c50428ed1b232dbaa4a
,Oral emulsion,"Dimethicone, Turpentine oil and Anise oil",Prescription,Pharma Swede,Bottle,Uncontrolled,Oral,"Keep the container tightly closed,Protect from direct sunlight","25 mg/ml, 0.3 ml/ml and 0.01 ml/ml","Cattle, Sheep, Goat and Buffalo",Bloatryl,,,ml,100,63283c50428ed1b232dbaa4b
,Oral emulsion,"Dimethicone, Turpentine oil and Anise oil",Prescription,Pharma Swede,Bottle,Uncontrolled,Oral,"Keep the container tightly closed,Protect from direct sunlight","25 mg/ml, 0.3 ml/ml and 0.01 ml/ml","Cattle, Sheep, Goat and Buffalo",Bloatryl,,,ml,200,63283c50428ed1b232dbaa4c
,Oral emulsion,"Dimethicone, Turpentine oil and Anise oil",Prescription,Pharma Swede,Bottle,Uncontrolled,Oral,"Keep the container tightly closed,Protect from direct sunlight","25 mg/ml, 0.3 ml/ml and 0.01 ml/ml","Cattle, Sheep, Goat and Buffalo",Bloatryl,,,ml,500,63283c50428ed1b232dbaa4d
QP51AH03 ,MicroGranulate for medicated feeding stuff,Monensin,Prescription,Biovet Joint Stock Company,Bag,Uncontrolled,Oral,Store below 30°C,200,"Chickens (broilers), Chickens reared for laying",Coxidin 200 MicroGranulate,meat,mg/g,kg,20,63283c50428ed1b232dbaa4e
QP51AH03 ,MicroGranulate for medicated feeding stuff,Monensin,Prescription,Biovet Joint Stock Company,Bag,Uncontrolled,Oral,Store below 30°C,200,"Chickens (broilers), Chickens reared for laying ",Coxidin 200 MicroGranulate,meat,mg/g  ,kg,25,63283c50428ed1b232dbaa4f
QH01CA90,Solution for injection,Buserelin acetate,Prescription,Intervet International GmbH,vial,Uncontrolled,"Intramuscular , Intravenous (not otherwise specified) ,Subcutaneous",Store in a refrigerator (2°C – 8°C),4.2,"Female cattle, horses (mares) and rabbits",Receptal,,µg,ml,10,63283c50428ed1b232dbaa50
QJ01FA96,Solution for injection,Tildipirosin,Prescription,Intervet International GmbH,vial,Uncontrolled,Subcutaneous,Store below 30°C,180,Cattle,ZUPREVO 18%,Meat and offal,mg/ml,ml,50,63283c50428ed1b232dbaa51
QJ01FA96,Solution for injection,ZUPREVO 18%,Prescription,Intervet International GmbH,vial,Uncontrolled,Subcutaneous,Store below 30°C,180,Cattle,Tildipirosin,Meat and offal,mg/ml,ml,100,63283c50428ed1b232dbaa52
QJ01FA96,Solution for injection,Tildipirosin,Prescription,Intervet International GmbH,vial,Uncontrolled,Subcutaneous,Store below 30°C,180,Cattle,ZUPREVO 18%,Meat and offal,mg/ml,ml,250,63283c50428ed1b232dbaa53
QG51AA07,Solution for injection,Cefquinome Sulphate,Prescription,Intervet International GmbH,Bottle,Uncontrolled,Intramuscular,Store below 30°C,2.5,Cattle,Cobactan ,"meat, milk",%,ml,50,63283c50428ed1b232dbaa54
QJ51DE90 ,Intramammary ointment,Cefquinome Sulphate ,Prescription,Intervet International GmbH,Pre-filled syringe,Uncontrolled,,Store below 30°C,75,Lactating dairy cattle,Cobactan LC,"Meat, offal and Milk",mg,g,8,63283c50428ed1b232dbaa55
QJ51RC25,Intramammary Suspension,"Benethamine penicillin, Penethamate hydriodide and Framycetin sulphate",Prescription,Lohman Pharma Herstellung GmbH,Pre-filled syringe,Uncontrolled,Intramammary use,Store below 25°C,"280 , 100 , 100",Cattle (Dairy Cows),Ubrostar,"Meat, offal and Milk",mg,ml,5,63283c50428ed1b232dbaa56
QP54AA05,Spot-on Solution,Selamectin,Prescription,Zoetis Inc.,Ampoule,Uncontrolled,Topical,Store below 30°C,12,Dogs,Revolution,,%,ml,0.5,63283c50428ed1b232dbaa57
QP54AA05,Spot-on Solution,Selamectin,Prescription,Zoetis Inc.,Ampoule,Uncontrolled,Topical,Store below 30°C,12,Dogs,Revolution,,%,ml,1,63283c50428ed1b232dbaa58
QP54AA05,Spot-on Solution,Selamectin,Prescription,Zoetis Inc.,Ampoule,Uncontrolled,Topical,Store below 30°C,12,Dogs,Revolution,,%,ml,2,63283c50428ed1b232dbaa59
QI02AB01 ,Solution for injection,"C. Chauvoei F strain, C. Septicum A (IRP1111 Strain), C. Novyi -8296 Strain, C. Sordellii -5918 Strain, C. Perfringens Type C-PC8 Strain, C. Perfringens Type D-317 Strain and C. Haemolyticum-Strain IRP- 135",Prescription,Zoetis Inc.,Vial,Uncontrolled,Subcutaneous,Store in a refrigerator (2°C – 8°C),,Cattle and Sheep,Ultrabac 8,meat,,ml,50,63283c50428ed1b232dbaa5a
QI01AD08,Lyophilized live virus vaccine,Fowl Laryngotracheitis (Salsbury Strain 146),Prescription,Zoetis Inc.,Vial,Uncontrolled,"Intraocular ,In drinking water , Coarse spray",Store in a refrigerator (2°C – 8°C),≥ 103.2 EID50 at release and ≥ 102.5 EID50 ,Chickens,Laryngo Vac,meat,per dose ,doses,1000,63283c50428ed1b232dbaa5b
QJ01RA01,Suspension for injection,Penicillin G Procaine & Dihydrostreptomycin,Prescription,Norbrook Laboratories limited,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),"200.000, 200 ","Cattle, Horse and Sheep",Pen Strep 20/20,meat,"IU , mg",ml,100,63283c50428ed1b232dbaa5c
QI01KA01,Suspension for injection,"Herpesvirus of Turkey (HVT), serotype 3, strain FC-126 as a vector for VP2 gene of infectious Bursal Disease virus (IBDV)",Prescription,Biomune Company,Ampoule,Uncontrolled,Subcutaneous,Store below 30°C,2980,Chickens,Vectormune HVT IBD,meat,(PFU)/ dose ,doses,1000,63283c50428ed1b232dbaa5d
QI01KA01,Suspension for injection,"Herpesvirus of Turkey (HVT), serotype 3, strain FC-126 as a vector for VP2 gene of infectious Bursal Disease virus (IBDV)",Prescription,Biomune Company,Ampoule,Uncontrolled,Subcutaneous,Store below 30°C,2980,Chickens,Vectormune HVT IBD,meat,(PFU)/ dose ,doses,2000,63283c50428ed1b232dbaa5e
